State,Crime_Head,Year,Count
Chhattisgarh,DOWRY DEATH,2009,128
Goa,DOWRY DEATH,2009,3
Gujarat,DOWRY DEATH,2009,24
Haryana,DOWRY DEATH,2009,281
Himachal Pradesh,DOWRY DEATH,2009,1
Jammu & Kashmir,DOWRY DEATH,2009,12
Jharkhand,DOWRY DEATH,2009,295
Karnataka,DOWRY DEATH,2009,264
Kerala,DOWRY DEATH,2009,20
Madhya Pradesh,DOWRY DEATH,2009,858
Maharashtra,DOWRY DEATH,2009,341
Manipur,DOWRY DEATH,2009,0
Meghalaya,DOWRY DEATH,2009,0
Mizoram,DOWRY DEATH,2009,0
Nagaland,DOWRY DEATH,2009,0
Odisha,DOWRY DEATH,2009,384
Punjab,DOWRY DEATH,2009,126
Rajasthan,DOWRY DEATH,2009,436
Sikkim,DOWRY DEATH,2009,0
Tamil Nadu,DOWRY DEATH,2009,194
Tripura,DOWRY DEATH,2009,29
Uttar Pradesh,DOWRY DEATH,2009,2232
Uttarakhand,DOWRY DEATH,2009,94
West Bengal,DOWRY DEATH,2009,506
A&N Islands,DOWRY DEATH,2009,1
Chandigarh,DOWRY DEATH,2009,2
D&N Haveli,DOWRY DEATH,2009,0
Daman & Diu,DOWRY DEATH,2009,0
Delhi UT,DOWRY DEATH,2009,141
Lakshadweep,DOWRY DEATH,2009,0
Puducherry,DOWRY DEATH,2009,0
ALL INDIA ,DOWRY DEATH,2009,8383
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,5147
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,58
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,1342
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,726
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,1598
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,37
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,727
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,451
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,318
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,972
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,276
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,2186
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,2540
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,6307
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,3196
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,39
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,72
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,61
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,11
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,2697
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,319
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,2485
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,10
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,1242
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,384
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,2782
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,119
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,1942
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,30
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,26
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,2
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,4
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,552
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,0
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,53
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2009,38711
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2009,3520
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2009,6
Assam,INSULT TO THE MODESTY OF WOMEN,2009,10
Bihar,INSULT TO THE MODESTY OF WOMEN,2009,12
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2009,152
Goa,INSULT TO THE MODESTY OF WOMEN,2009,10
Gujarat,INSULT TO THE MODESTY OF WOMEN,2009,114
Haryana,INSULT TO THE MODESTY OF WOMEN,2009,605
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2009,37
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2009,371
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2009,83
Karnataka,INSULT TO THE MODESTY OF WOMEN,2009,64
Kerala,INSULT TO THE MODESTY OF WOMEN,2009,395
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2009,728
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2009,1099
Manipur,INSULT TO THE MODESTY OF WOMEN,2009,2
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2009,1
Mizoram,INSULT TO THE MODESTY OF WOMEN,2009,1
Nagaland,INSULT TO THE MODESTY OF WOMEN,2009,0
Odisha,INSULT TO THE MODESTY OF WOMEN,2009,210
Punjab,INSULT TO THE MODESTY OF WOMEN,2009,33
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2009,24
Sikkim,INSULT TO THE MODESTY OF WOMEN,2009,0
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2009,501
Tripura,INSULT TO THE MODESTY OF WOMEN,2009,5
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2009,2524
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2009,249
West Bengal,INSULT TO THE MODESTY OF WOMEN,2009,108
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2009,7
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2009,2
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2009,1
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2009,1
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2009,118
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2009,0
Puducherry,INSULT TO THE MODESTY OF WOMEN,2009,16
All India,INSULT TO THE MODESTY OF WOMEN,2009,11009
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2009,11297
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2009,13
Assam,CRUELTY BY HUSBAND OR RELATIVES,2009,4398
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2009,2532
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2009,893
Goa,CRUELTY BY HUSBAND OR RELATIVES,2009,21
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2009,5506
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2009,2617
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2009,284
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2009,196
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2009,710
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2009,3185
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2009,4007
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2009,3983
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2009,7681
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2009,25
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2009,24
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2009,4
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2009,0
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2009,2047
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2009,1061
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2009,10371
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2009,6
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2009,1460
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2009,815
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2009,8566
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2009,361
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2009,16112
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2009,21
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2009,51
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2009,3
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2009,3
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2009,1283
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2009,0
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2009,10
All India,CRUELTY BY HUSBAND OR RELATIVES,2009,89546
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2009,279
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2009,0
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2009,37
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2009,40
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2009,9
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2009,23
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2009,41
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2009,90
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2009,5
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2009,6
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2009,1
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2009,329
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2009,314
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2009,19
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2009,271
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2009,0
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2009,1
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2009,1
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2009,3
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2009,14
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2009,59
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2009,62
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2009,1
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2009,716
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2009,0
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2009,39
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2009,6
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2009,63
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2009,1
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2009,4
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2009,0
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2009,4
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2009,27
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2009,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2009,9
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2009,2474
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,704
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,1
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,1
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,2
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,1
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,24
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,1
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,1
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,106
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,2
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,2
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2009,845
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2009,25569
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2009,164
Assam,TOTAL CRIMES AGAINST WOMEN,2009,9721
Bihar,TOTAL CRIMES AGAINST WOMEN,2009,8803
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2009,4002
Goa,TOTAL CRIMES AGAINST WOMEN,2009,164
Gujarat,TOTAL CRIMES AGAINST WOMEN,2009,8009
Haryana,TOTAL CRIMES AGAINST WOMEN,2009,5312
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2009,954
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2009,2624
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2009,3021
Karnataka,TOTAL CRIMES AGAINST WOMEN,2009,7852
Kerala,TOTAL CRIMES AGAINST WOMEN,2009,8049
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2009,15827
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2009,15048
Manipur,TOTAL CRIMES AGAINST WOMEN,2009,194
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2009,237
Mizoram,TOTAL CRIMES AGAINST WOMEN,2009,150
Nagaland,TOTAL CRIMES AGAINST WOMEN,2009,46
Odisha,TOTAL CRIMES AGAINST WOMEN,2009,8120
Punjab,TOTAL CRIMES AGAINST WOMEN,2009,2631
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2009,17316
Sikkim,TOTAL CRIMES AGAINST WOMEN,2009,41
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2009,6051
Tripura,TOTAL CRIMES AGAINST WOMEN,2009,1517
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2009,23254
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2009,1188
West Bengal,TOTAL CRIMES AGAINST WOMEN,2009,23307
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2009,92
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2009,150
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2009,20
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2009,13
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2009,4251
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2009,1
Puducherry,TOTAL CRIMES AGAINST WOMEN,2009,106
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2009,203804
Andhra Pradesh,RAPE,2010,1362
Arunachal Pradesh,RAPE,2010,47
Assam,RAPE,2010,1721
Bihar,RAPE,2010,795
Chhattisgarh,RAPE,2010,1012
Goa,RAPE,2010,36
Gujarat,RAPE,2010,408
Haryana,RAPE,2010,720
Himachal Pradesh,RAPE,2010,160
Jammu & Kashmir,RAPE,2010,245
Jharkhand,RAPE,2010,773
Karnataka,RAPE,2010,586
Kerala,RAPE,2010,634
Madhya Pradesh,RAPE,2010,3135
Maharashtra,RAPE,2010,1599
Manipur,RAPE,2010,34
Meghalaya,RAPE,2010,149
Mizoram,RAPE,2010,92
Nagaland,RAPE,2010,16
Odisha,RAPE,2010,1025
Punjab,RAPE,2010,546
Rajasthan,RAPE,2010,1571
Sikkim,RAPE,2010,18
Tamil Nadu,RAPE,2010,686
Tripura,RAPE,2010,238
Uttar Pradesh,RAPE,2010,1563
Uttarakhand,RAPE,2010,121
West Bengal,RAPE,2010,2311
A&N Islands,RAPE,2010,24
Chandigarh,RAPE,2010,31
D&N Haveli,RAPE,2010,3
Daman & Diu,RAPE,2010,1
Delhi UT,RAPE,2010,507
Lakshadweep,RAPE,2010,0
Puducherry,RAPE,2010,3
All India,RAPE,2010,22172
Andhra Pradesh,KIDNAPPING & ABDUCTION,2010,1531
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2010,46
Assam,KIDNAPPING & ABDUCTION,2010,2767
Bihar,KIDNAPPING & ABDUCTION,2010,2569
Chhattisgarh,KIDNAPPING & ABDUCTION,2010,279
Goa,KIDNAPPING & ABDUCTION,2010,18
Gujarat,KIDNAPPING & ABDUCTION,2010,1290
Haryana,KIDNAPPING & ABDUCTION,2010,714
Himachal Pradesh,KIDNAPPING & ABDUCTION,2010,162
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2010,840
Jharkhand,KIDNAPPING & ABDUCTION,2010,696
Karnataka,KIDNAPPING & ABDUCTION,2010,586
Kerala,KIDNAPPING & ABDUCTION,2010,184
Madhya Pradesh,KIDNAPPING & ABDUCTION,2010,1030
Maharashtra,KIDNAPPING & ABDUCTION,2010,1124
Manipur,KIDNAPPING & ABDUCTION,2010,107
Meghalaya,KIDNAPPING & ABDUCTION,2010,37
Mizoram,KIDNAPPING & ABDUCTION,2010,0
Nagaland,KIDNAPPING & ABDUCTION,2010,6
Odisha,KIDNAPPING & ABDUCTION,2010,912
Punjab,KIDNAPPING & ABDUCTION,2010,576
Rajasthan,KIDNAPPING & ABDUCTION,2010,2477
Sikkim,KIDNAPPING & ABDUCTION,2010,6
Tamil Nadu,KIDNAPPING & ABDUCTION,2010,1464
Tripura,KIDNAPPING & ABDUCTION,2010,91
Uttar Pradesh,KIDNAPPING & ABDUCTION,2010,5468
Uttarakhand,KIDNAPPING & ABDUCTION,2010,249
West Bengal,KIDNAPPING & ABDUCTION,2010,2764
A&N Islands,KIDNAPPING & ABDUCTION,2010,8
Chandigarh,KIDNAPPING & ABDUCTION,2010,28
D&N Haveli,KIDNAPPING & ABDUCTION,2010,10
Daman & Diu,KIDNAPPING & ABDUCTION,2010,2
Delhi UT,KIDNAPPING & ABDUCTION,2010,1740
Lakshadweep,KIDNAPPING & ABDUCTION,2010,0
Puducherry,KIDNAPPING & ABDUCTION,2010,14
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2010,29795
Andhra Pradesh,DOWRY DEATH,2010,588
Arunachal Pradesh,DOWRY DEATH,2010,0
Assam,DOWRY DEATH,2010,175
Bihar,DOWRY DEATH,2010,1257
Chhattisgarh,DOWRY DEATH,2010,115
Goa,DOWRY DEATH,2010,1
Gujarat,DOWRY DEATH,2010,19
Haryana,DOWRY DEATH,2010,284
Himachal Pradesh,DOWRY DEATH,2010,2
Jammu & Kashmir,DOWRY DEATH,2010,9
Jharkhand,DOWRY DEATH,2010,276
Karnataka,DOWRY DEATH,2010,248
Kerala,DOWRY DEATH,2010,22
Madhya Pradesh,DOWRY DEATH,2010,892
Maharashtra,DOWRY DEATH,2010,393
Manipur,DOWRY DEATH,2010,0
Meghalaya,DOWRY DEATH,2010,0
Mizoram,DOWRY DEATH,2010,0
Nagaland,DOWRY DEATH,2010,0
Odisha,DOWRY DEATH,2010,388
Punjab,DOWRY DEATH,2010,121
Rajasthan,DOWRY DEATH,2010,462
Sikkim,DOWRY DEATH,2010,1
Tamil Nadu,DOWRY DEATH,2010,165
Tripura,DOWRY DEATH,2010,25
Uttar Pradesh,DOWRY DEATH,2010,2217
Uttarakhand,DOWRY DEATH,2010,75
West Bengal,DOWRY DEATH,2010,507
A&N Islands,DOWRY DEATH,2010,0
Chandigarh,DOWRY DEATH,2010,5
D&N Haveli,DOWRY DEATH,2010,0
Daman & Diu,DOWRY DEATH,2010,0
Delhi UT,DOWRY DEATH,2010,143
Lakshadweep,DOWRY DEATH,2010,0
Puducherry,DOWRY DEATH,2010,1
ALL INDIA ,DOWRY DEATH,2010,8391
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,4634
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,84
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,1400
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,534
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,1706
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,36
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,668
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,476
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,350
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,1038
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,245
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,2544
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,2936
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,6646
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,3661
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,31
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,48
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,75
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,13
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,2905
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,349
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,2339
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,11
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,1405
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,376
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,2793
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,125
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,2465
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,31
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,29
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,11
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,2
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,601
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,0
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,46
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2010,40613
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2010,4562
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2010,1
Assam,INSULT TO THE MODESTY OF WOMEN,2010,20
Bihar,INSULT TO THE MODESTY OF WOMEN,2010,16
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2010,182
Goa,INSULT TO THE MODESTY OF WOMEN,2010,16
Gujarat,INSULT TO THE MODESTY OF WOMEN,2010,110
Haryana,INSULT TO THE MODESTY OF WOMEN,2010,580
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2010,78
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2010,262
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2010,16
Karnataka,INSULT TO THE MODESTY OF WOMEN,2010,83
Kerala,INSULT TO THE MODESTY OF WOMEN,2010,537
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2010,918
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2010,1180
Manipur,INSULT TO THE MODESTY OF WOMEN,2010,0
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2010,0
Mizoram,INSULT TO THE MODESTY OF WOMEN,2010,0
Nagaland,INSULT TO THE MODESTY OF WOMEN,2010,3
Odisha,INSULT TO THE MODESTY OF WOMEN,2010,232
