State,Year,Crime_Head,Count
Chandigarh,2014,DV,141
D&N Haveli,2014,DV,6
Daman & Diu,2014,DV,1
Delhi UT,2014,DV,3173
Lakshadweep,2014,DV,0
Puducherry,2014,DV,4
Andhra Pradesh,2015,DV,6121
Arunachal Pradesh,2015,DV,66
Assam,2015,DV,11225
Bihar,2015,DV,3792
Chhattisgarh,2015,DV,620
Goa,2015,DV,19
Gujarat,2015,DV,4133
Haryana,2015,DV,3525
Himachal Pradesh,2015,DV,226
Jammu & Kashmir,2015,DV,400
Jharkhand,2015,DV,1654
Karnataka,2015,DV,2732
Kerala,2015,DV,3668
Madhya Pradesh,2015,DV,5281
Maharashtra,2015,DV,7640
Manipur,2015,DV,39
Meghalaya,2015,DV,44
Mizoram,2015,DV,9
Nagaland,2015,DV,4
Odisha,2015,DV,3605
Punjab,2015,DV,1583
Rajasthan,2015,DV,14383
Sikkim,2015,DV,2
Tamil Nadu,2015,DV,1900
Telangana,2015,DV,7329
Tripura,2015,DV,501
Uttar Pradesh,2015,DV,8660
Uttarakhand,2015,DV,407
West Bengal,2015,DV,20163
A & N Islands,2015,DV,14
Chandigarh,2015,DV,126
D&N Haveli,2015,DV,2
Daman & Diu,2015,DV,3
Delhi UT,2015,DV,3521
Lakshadweep,2015,DV,2
Puducherry,2015,DV,4
Andhra Pradesh,2016,DV,6461
Arunachal Pradesh,2016,DV,50
Assam,2016,DV,9321
Bihar,2016,DV,3794
Chhattisgarh,2016,DV,622
Goa,2016,DV,23
Gujarat,2016,DV,3732
Haryana,2016,DV,3313
Himachal Pradesh,2016,DV,214
Jammu & Kashmir,2016,DV,342
Jharkhand,2016,DV,1002
Karnataka,2016,DV,2556
Kerala,2016,DV,3455
Madhya Pradesh,2016,DV,6264
Maharashtra,2016,DV,7215
Manipur,2016,DV,29
Meghalaya,2016,DV,26
Mizoram,2016,DV,19
Nagaland,2016,DV,3
Odisha,2016,DV,2781
Punjab,2016,DV,1568
Rajasthan,2016,DV,13811
Sikkim,2016,DV,2
Tamil Nadu,2016,DV,1256
Telangana,2016,DV,7202
Tripura,2016,DV,430
Uttar Pradesh,2016,DV,11156
Uttarakhand,2016,DV,392
West Bengal,2016,DV,19302
A & N Islands,2016,DV,7
Chandigarh,2016,DV,122
D&N Haveli,2016,DV,6
Daman & Diu,2016,DV,8
Delhi UT,2016,DV,3877
Lakshadweep,2016,DV,2
Puducherry,2016,DV,15
Andhra Pradesh,2017,DV,7156
Arunachal Pradesh,2017,DV,56
Assam,2017,DV,9782
Bihar,2017,DV,3776
Chhattisgarh,2017,DV,582
Goa,2017,DV,21
Gujarat,2017,DV,3223
Haryana,2017,DV,3326
Himachal Pradesh,2017,DV,191
Jammu & Kashmir,2017,DV,377
Jharkhand,2017,DV,998
Karnataka,2017,DV,2332
Kerala,2017,DV,2856
Madhya Pradesh,2017,DV,6099
Maharashtra,2017,DV,6584
Manipur,2017,DV,19
Meghalaya,2017,DV,20
Mizoram,2017,DV,20
Nagaland,2017,DV,3
Odisha,2017,DV,2525
Punjab,2017,DV,1199
Rajasthan,2017,DV,11508
Sikkim,2017,DV,5
Tamil Nadu,2017,DV,984
Telangana,2017,DV,7838
Tripura,2017,DV,348
Uttar Pradesh,2017,DV,12653
Uttarakhand,2017,DV,394
West Bengal,2017,DV,16800
A & N Islands,2017,DV,4
Chandigarh,2017,DV,121
D&N Haveli,2017,DV,4
Daman & Diu,2017,DV,5
Delhi UT,2017,DV,2735
Lakshadweep,2017,DV,2
Puducherry,2017,DV,5
Andhra Pradesh,2018,DV,6831
Arunachal Pradesh,2018,DV,60
Assam,2018,DV,11136
Bihar,2018,DV,2539
Chhattisgarh,2018,DV,503
Goa,2018,DV,9
Gujarat,2018,DV,2923
Haryana,2018,DV,4154
Himachal Pradesh,2018,DV,183
Jammu & Kashmir,2018,DV,325
Jharkhand,2018,DV,1032
Karnataka,2018,DV,2053
Kerala,2018,DV,2046
Madhya Pradesh,2018,DV,4159
Maharashtra,2018,DV,6862
Manipur,2018,DV,14
Meghalaya,2018,DV,18
Mizoram,2018,DV,6
Nagaland,2018,DV,3
Odisha,2018,DV,1984
Punjab,2018,DV,1470
Rajasthan,2018,DV,12250
Sikkim,2018,DV,1
Tamil Nadu,2018,DV,789
Telangana,2018,DV,6286
Tripura,2018,DV,303
Uttar Pradesh,2018,DV,14233
Uttarakhand,2018,DV,622
West Bengal,2018,DV,16951
A & N Islands,2018,DV,4
Chandigarh,2018,DV,93
D&N Haveli,2018,DV,1
Daman & Diu,2018,DV,4
Delhi UT,2018,DV,3416
Lakshadweep,2018,DV,1
Puducherry,2018,DV,8
Andhra Pradesh,2019,DV,7851
Arunachal Pradesh,2019,DV,54
Assam,2019,DV,11943
Bihar,2019,DV,2397
Chhattisgarh,2019,DV,732
Goa,2019,DV,9
Gujarat,2019,DV,3619
Haryana,2019,DV,4867
Himachal Pradesh,2019,DV,228
Jammu & Kashmir,2019,DV,347
Jharkhand,2019,DV,1426
Karnataka,2019,DV,2472
Kerala,2019,DV,2970
Madhya Pradesh,2019,DV,5486
Maharashtra,2019,DV,8430
Manipur,2019,DV,15
Meghalaya,2019,DV,23
Mizoram,2019,DV,5
Nagaland,2019,DV,0
Odisha,2019,DV,2739
Punjab,2019,DV,1595
Rajasthan,2019,DV,18432
Sikkim,2019,DV,1
Tamil Nadu,2019,DV,781
Telangana,2019,DV,8541
Tripura,2019,DV,451
Uttar Pradesh,2019,DV,18304
Uttarakhand,2019,DV,644
West Bengal,2019,DV,16951
A & N Islands,2019,DV,1
Chandigarh,2019,DV,177
D&N Haveli,2019,DV,3
Daman & Diu,2019,DV,4
Delhi UT,2019,DV,3792
Lakshadweep,2019,DV,0
Puducherry,2019,DV,8
Andhra Pradesh,2020,DV,6546
Arunachal Pradesh,2020,DV,69
Assam,2020,DV,11408
Bihar,2020,DV,1935
Chhattisgarh,2020,DV,641
Goa,2020,DV,8
Gujarat,2020,DV,3345
Haryana,2020,DV,4119
Himachal Pradesh,2020,DV,259
Jammu & Kashmir,2020,DV,857
Jharkhand,2020,DV,2055
Karnataka,2020,DV,2707
Kerala,2020,DV,5540
Madhya Pradesh,2020,DV,6729
Maharashtra,2020,DV,7
Manipur,2020,DV,17
Meghalaya,2020,DV,7
Mizoram,2020,DV,2
Nagaland,2020,DV,3659
Odisha,2020,DV,1271
Punjab,2020,DV,13765
Rajasthan,2020,DV,1
Sikkim,2020,DV,689
Tamil Nadu,2020,DV,7453
Telangana,2020,DV,356
Tripura,2020,DV,14454
Uttar Pradesh,2020,DV,668
Uttarakhand,2020,DV,19962
West Bengal,2020,DV,2
A & N Islands,2020,DV,96
Chandigarh,2020,DV,4
D&N Haveli,2020,DV,2557
Daman & Diu,2020,DV,349
Delhi UT,2020,DV,3
Lakshadweep,2020,DV,0
Puducherry,2020,DV,9
Andhra Pradesh,2021,DV,7092
Arunachal Pradesh,2021,DV,112
Assam,2021,DV,12950
Bihar,2021,DV,2069
Chhattisgarh,2021,DV,963
Goa,2021,DV,1
Gujarat,2021,DV,2271
Haryana,2021,DV,5755
Himachal Pradesh,2021,DV,221
Jammu & Kashmir,2021,DV,931
Jharkhand,2021,DV,2336
Karnataka,2021,DV,4997
Kerala,2021,DV,7929
Madhya Pradesh,2021,DV,10095
Maharashtra,2021,DV,18
Manipur,2021,DV,21
Meghalaya,2021,DV,11
Mizoram,2021,DV,2
Nagaland,2021,DV,4889
Odisha,2021,DV,1714
Punjab,2021,DV,16949
Rajasthan,2021,DV,3
Sikkim,2021,DV,875
Tamil Nadu,2021,DV,9468
Telangana,2021,DV,355
Tripura,2021,DV,18375
Uttar Pradesh,2021,DV,519
Uttarakhand,2021,DV,19952
West Bengal,2021,DV,4
A & N Islands,2021,DV,95
Chandigarh,2021,DV,6
D&N Haveli,2021,DV,4731
Daman & Diu,2021,DV,501
Delhi UT,2021,DV,9
Lakshadweep,2021,DV,3
Puducherry,2021,DV,12
ANDHRA PRADESH,2001,WT,7
ARUNACHAL PRADESH,2001,WT,0
ASSAM,2001,WT,0
BIHAR,2001,WT,83
CHHATTISGARH,2001,WT,0
GOA,2001,WT,0
GUJARAT,2001,WT,0
HARYANA,2001,WT,0
HIMACHAL PRADESH,2001,WT,0
JAMMU & KASHMIR,2001,WT,0
JHARKHAND,2001,WT,2
KARNATAKA,2001,WT,0
KERALA,2001,WT,0
MADHYA PRADESH,2001,WT,0
MAHARASHTRA,2001,WT,1
MANIPUR,2001,WT,0
MEGHALAYA,2001,WT,0
MIZORAM,2001,WT,3
NAGALAND,2001,WT,0
ODISHA,2001,WT,0
PUNJAB,2001,WT,0
RAJASTHAN,2001,WT,1
SIKKIM,2001,WT,0
TAMIL NADU,2001,WT,14
TRIPURA,2001,WT,0
UTTAR PRADESH,2001,WT,0
UTTARAKHAND,2001,WT,0
WEST BENGAL,2001,WT,3
A & N ISLANDS,2001,WT,0
CHANDIGARH,2001,WT,0
D & N HAVELI,2001,WT,0
DAMAN & DIU,2001,WT,0
LAKSHADWEEP,2001,WT,0
PUDUCHERRY,2001,WT,0
ANDHRA PRADESH,2002,WT,0
ARUNACHAL PRADESH,2002,WT,0
ASSAM,2002,WT,0
BIHAR,2002,WT,38
CHHATTISGARH,2002,WT,0
GOA,2002,WT,0
GUJARAT,2002,WT,0
HARYANA,2002,WT,0
HIMACHAL PRADESH,2002,WT,0
JAMMU & KASHMIR,2002,WT,0
JHARKHAND,2002,WT,36
KARNATAKA,2002,WT,0
KERALA,2002,WT,0
MADHYA PRADESH,2002,WT,0
MAHARASHTRA,2002,WT,0
MANIPUR,2002,WT,0
MEGHALAYA,2002,WT,0
MIZORAM,2002,WT,0
NAGALAND,2002,WT,0
ODISHA,2002,WT,0
PUNJAB,2002,WT,0
RAJASTHAN,2002,WT,0
SIKKIM,2002,WT,0
TAMIL NADU,2002,WT,0
TRIPURA,2002,WT,0
UTTAR PRADESH,2002,WT,0
UTTARAKHAND,2002,WT,1
WEST BENGAL,2002,WT,1
A & N ISLANDS,2002,WT,0
CHANDIGARH,2002,WT,0
D & N HAVELI,2002,WT,0
DAMAN & DIU,2002,WT,0
LAKSHADWEEP,2002,WT,0
PUDUCHERRY,2002,WT,0
ANDHRA PRADESH,2003,WT,5
ARUNACHAL PRADESH,2003,WT,0
ASSAM,2003,WT,0
BIHAR,2003,WT,37
CHHATTISGARH,2003,WT,0
GOA,2003,WT,0
GUJARAT,2003,WT,0
HARYANA,2003,WT,0
HIMACHAL PRADESH,2003,WT,0
JAMMU & KASHMIR,2003,WT,0
JHARKHAND,2003,WT,0
KARNATAKA,2003,WT,0
KERALA,2003,WT,0
MADHYA PRADESH,2003,WT,0
MAHARASHTRA,2003,WT,0
MANIPUR,2003,WT,0
MEGHALAYA,2003,WT,0
MIZORAM,2003,WT,0
NAGALAND,2003,WT,1
ODISHA,2003,WT,0
PUNJAB,2003,WT,0
RAJASTHAN,2003,WT,1
SIKKIM,2003,WT,0
TAMIL NADU,2003,WT,1
TRIPURA,2003,WT,0
UTTAR PRADESH,2003,WT,0
UTTARAKHAND,2003,WT,0
WEST BENGAL,2003,WT,1
A & N ISLANDS,2003,WT,0
CHANDIGARH,2003,WT,0
D & N HAVELI,2003,WT,0
DAMAN & DIU,2003,WT,0
LAKSHADWEEP,2003,WT,0
PUDUCHERRY,2003,WT,0
ANDHRA PRADESH,2004,WT,2
ARUNACHAL PRADESH,2004,WT,0
ASSAM,2004,WT,0
BIHAR,2004,WT,35
CHHATTISGARH,2004,WT,0
GOA,2004,WT,0
GUJARAT,2004,WT,0
HARYANA,2004,WT,0
HIMACHAL PRADESH,2004,WT,0
JAMMU & KASHMIR,2004,WT,0
JHARKHAND,2004,WT,36
KARNATAKA,2004,WT,0
KERALA,2004,WT,0
MADHYA PRADESH,2004,WT,0
MAHARASHTRA,2004,WT,0
MANIPUR,2004,WT,0
MEGHALAYA,2004,WT,0
MIZORAM,2004,WT,0
NAGALAND,2004,WT,0
ODISHA,2004,WT,0
PUNJAB,2004,WT,0
RAJASTHAN,2004,WT,1
SIKKIM,2004,WT,0
TAMIL NADU,2004,WT,0
TRIPURA,2004,WT,0
UTTAR PRADESH,2004,WT,3
UTTARAKHAND,2004,WT,0
WEST BENGAL,2004,WT,12
A & N ISLANDS,2004,WT,0
CHANDIGARH,2004,WT,0
D & N HAVELI,2004,WT,0
DAMAN & DIU,2004,WT,0
LAKSHADWEEP,2004,WT,0
PUDUCHERRY,2004,WT,0
ANDHRA PRADESH,2005,WT,3
ARUNACHAL PRADESH,2005,WT,0
ASSAM,2005,WT,3
BIHAR,2005,WT,74
CHHATTISGARH,2005,WT,0
GOA,2005,WT,0
GUJARAT,2005,WT,0
HARYANA,2005,WT,0
HIMACHAL PRADESH,2005,WT,0
JAMMU & KASHMIR,2005,WT,0
JHARKHAND,2005,WT,4
KARNATAKA,2005,WT,0
KERALA,2005,WT,0
MADHYA PRADESH,2005,WT,3
MAHARASHTRA,2005,WT,0
MANIPUR,2005,WT,0
MEGHALAYA,2005,WT,0
MIZORAM,2005,WT,0
NAGALAND,2005,WT,0
ODISHA,2005,WT,0
PUNJAB,2005,WT,0
RAJASTHAN,2005,WT,0
SIKKIM,2005,WT,0
TAMIL NADU,2005,WT,0
TRIPURA,2005,WT,0
UTTAR PRADESH,2005,WT,0
UTTARAKHAND,2005,WT,0
WEST BENGAL,2005,WT,61
A & N ISLANDS,2005,WT,0
CHANDIGARH,2005,WT,0
D & N HAVELI,2005,WT,0
DAMAN & DIU,2005,WT,0
LAKSHADWEEP,2005,WT,0
PUDUCHERRY,2005,WT,0
ANDHRA PRADESH,2006,WT,0
ARUNACHAL PRADESH,2006,WT,0
ASSAM,2006,WT,0
BIHAR,2006,WT,42
CHHATTISGARH,2006,WT,1
GOA,2006,WT,0
GUJARAT,2006,WT,0
HARYANA,2006,WT,0
HIMACHAL PRADESH,2006,WT,0
JAMMU & KASHMIR,2006,WT,0
JHARKHAND,2006,WT,5
KARNATAKA,2006,WT,0
KERALA,2006,WT,0
MADHYA PRADESH,2006,WT,0
MAHARASHTRA,2006,WT,1
MANIPUR,2006,WT,0
MEGHALAYA,2006,WT,0
MIZORAM,2006,WT,0
NAGALAND,2006,WT,0
ODISHA,2006,WT,12
PUNJAB,2006,WT,2
RAJASTHAN,2006,WT,3
SIKKIM,2006,WT,0
TAMIL NADU,2006,WT,0
TRIPURA,2006,WT,0
UTTAR PRADESH,2006,WT,0
UTTARAKHAND,2006,WT,0
WEST BENGAL,2006,WT,1
A & N ISLANDS,2006,WT,0
CHANDIGARH,2006,WT,0
D & N HAVELI,2006,WT,0
DAMAN & DIU,2006,WT,0
LAKSHADWEEP,2006,WT,0
PUDUCHERRY,2006,WT,0
ANDHRA PRADESH,2007,WT,0
ARUNACHAL PRADESH,2007,WT,0
ASSAM,2007,WT,0
BIHAR,2007,WT,56
CHHATTISGARH,2007,WT,0
GOA,2007,WT,0
GUJARAT,2007,WT,0
HARYANA,2007,WT,0
HIMACHAL PRADESH,2007,WT,0
JAMMU & KASHMIR,2007,WT,0
JHARKHAND,2007,WT,0
KARNATAKA,2007,WT,0
KERALA,2007,WT,0
MADHYA PRADESH,2007,WT,0
MAHARASHTRA,2007,WT,0
MANIPUR,2007,WT,0
MEGHALAYA,2007,WT,0
MIZORAM,2007,WT,0
NAGALAND,2007,WT,0
ODISHA,2007,WT,0
PUNJAB,2007,WT,0
RAJASTHAN,2007,WT,0
SIKKIM,2007,WT,0
TAMIL NADU,2007,WT,0
TRIPURA,2007,WT,0
UTTAR PRADESH,2007,WT,0
UTTARAKHAND,2007,WT,0
WEST BENGAL,2007,WT,5
A & N ISLANDS,2007,WT,0
CHANDIGARH,2007,WT,0
D & N HAVELI,2007,WT,0
DAMAN & DIU,2007,WT,0
LAKSHADWEEP,2007,WT,0
PUDUCHERRY,2007,WT,0
ANDHRA PRADESH,2008,WT,0
ARUNACHAL PRADESH,2008,WT,0
ASSAM,2008,WT,0
BIHAR,2008,WT,22
CHHATTISGARH,2008,WT,0
GOA,2008,WT,0
GUJARAT,2008,WT,0
HARYANA,2008,WT,0
HIMACHAL PRADESH,2008,WT,0
JAMMU & KASHMIR,2008,WT,0
JHARKHAND,2008,WT,39
KARNATAKA,2008,WT,1
KERALA,2008,WT,0
MADHYA PRADESH,2008,WT,0
MAHARASHTRA,2008,WT,0
MANIPUR,2008,WT,0
MEGHALAYA,2008,WT,0
MIZORAM,2008,WT,0
NAGALAND,2008,WT,0
ODISHA,2008,WT,0
PUNJAB,2008,WT,0
RAJASTHAN,2008,WT,0
SIKKIM,2008,WT,0
TAMIL NADU,2008,WT,0
TRIPURA,2008,WT,0
UTTAR PRADESH,2008,WT,0
UTTARAKHAND,2008,WT,0
WEST BENGAL,2008,WT,5
A & N ISLANDS,2008,WT,0
CHANDIGARH,2008,WT,0
D & N HAVELI,2008,WT,0
DAMAN & DIU,2008,WT,0
LAKSHADWEEP,2008,WT,0
PUDUCHERRY,2008,WT,0
ANDHRA PRADESH,2009,WT,0
ARUNACHAL PRADESH,2009,WT,0
ASSAM,2009,WT,1
BIHAR,2009,WT,31
CHHATTISGARH,2009,WT,0
GOA,2009,WT,0
GUJARAT,2009,WT,0
HARYANA,2009,WT,0
HIMACHAL PRADESH,2009,WT,0
JAMMU & KASHMIR,2009,WT,0
JHARKHAND,2009,WT,6
KARNATAKA,2009,WT,2
KERALA,2009,WT,0
MADHYA PRADESH,2009,WT,1
MAHARASHTRA,2009,WT,0
MANIPUR,2009,WT,0
MEGHALAYA,2009,WT,1
MIZORAM,2009,WT,0
NAGALAND,2009,WT,0
ODISHA,2009,WT,1
PUNJAB,2009,WT,0
RAJASTHAN,2009,WT,0
SIKKIM,2009,WT,0
TAMIL NADU,2009,WT,0
TRIPURA,2009,WT,0
UTTAR PRADESH,2009,WT,0
UTTARAKHAND,2009,WT,0
WEST BENGAL,2009,WT,5
A & N ISLANDS,2009,WT,0
CHANDIGARH,2009,WT,0
D & N HAVELI,2009,WT,0
DAMAN & DIU,2009,WT,0
LAKSHADWEEP,2009,WT,0
PUDUCHERRY,2009,WT,0
ANDHRA PRADESH,2010,WT,0
ARUNACHAL PRADESH,2010,WT,0
ASSAM,2010,WT,0
BIHAR,2010,WT,8
CHHATTISGARH,2010,WT,2
GOA,2010,WT,0
GUJARAT,2010,WT,0
HARYANA,2010,WT,0
HIMACHAL PRADESH,2010,WT,0
JAMMU & KASHMIR,2010,WT,0
JHARKHAND,2010,WT,8
KARNATAKA,2010,WT,0
KERALA,2010,WT,0
MADHYA PRADESH,2010,WT,5
MAHARASHTRA,2010,WT,0
MANIPUR,2010,WT,0
MEGHALAYA,2010,WT,0
MIZORAM,2010,WT,0
NAGALAND,2010,WT,0
ODISHA,2010,WT,5
PUNJAB,2010,WT,0
RAJASTHAN,2010,WT,0
SIKKIM,2010,WT,0
TAMIL NADU,2010,WT,0
TRIPURA,2010,WT,0
UTTAR PRADESH,2010,WT,0
UTTARAKHAND,2010,WT,0
WEST BENGAL,2010,WT,8
A & N ISLANDS,2010,WT,0
CHANDIGARH,2010,WT,0
D & N HAVELI,2010,WT,0
DAMAN & DIU,2010,WT,0
LAKSHADWEEP,2010,WT,0
PUDUCHERRY,2010,WT,0
Andhra Pradesh,2011,WT,497
Arunachal Pradesh,2011,WT,0
Assam,2011,WT,21
Bihar,2011,WT,23
Chhattisgarh,2011,WT,15
Goa,2011,WT,18
Gujarat,2011,WT,46
Haryana,2011,WT,57
Himachal Pradesh,2011,WT,2
Jammu & Kashmir,2011,WT,1
Jharkhand,2011,WT,15
Karnataka,2011,WT,351
Kerala,2011,WT,197
Madhya Pradesh,2011,WT,24
Maharashtra,2011,WT,390
Manipur,2011,WT,0
Meghalaya,2011,WT,2
Mizoram,2011,WT,8
Nagaland,2011,WT,2
Odisha,2011,WT,23
Punjab,2011,WT,50
Rajasthan,2011,WT,81
Sikkim,2011,WT,1
Tamil Nadu,2011,WT,420
Telangana,2011,WT,0
Tripura,2011,WT,2
Uttar Pradesh,2011,WT,43
Uttarakhand,2011,WT,3
West Bengal,2011,WT,96
A & N Islands,2011,WT,3
Chandigarh,2011,WT,1
D&N Haveli,2011,WT,1
Daman & Diu,2011,WT,6
Delhi UT,2011,WT,33
Lakshadweep,2011,WT,0
Puducherry,2011,WT,3
Andhra Pradesh,2012,WT,472
Arunachal Pradesh,2012,WT,1
Assam,2012,WT,30
Bihar,2012,WT,35
Chhattisgarh,2012,WT,5
Goa,2012,WT,40
Gujarat,2012,WT,44
Haryana,2012,WT,69
Himachal Pradesh,2012,WT,6
Jammu & Kashmir,2012,WT,3
Jharkhand,2012,WT,12
Karnataka,2012,WT,335
Kerala,2012,WT,210
Madhya Pradesh,2012,WT,13
Maharashtra,2012,WT,366
Manipur,2012,WT,15
Meghalaya,2012,WT,7
Mizoram,2012,WT,0
Nagaland,2012,WT,4
Odisha,2012,WT,24
Punjab,2012,WT,86
Rajasthan,2012,WT,99
Sikkim,2012,WT,0
Tamil Nadu,2012,WT,500
Telangana,2012,WT,0
Tripura,2012,WT,0
Uttar Pradesh,2012,WT,31
Uttarakhand,2012,WT,12
West Bengal,2012,WT,109
A & N Islands,2012,WT,2
Chandigarh,2012,WT,0
D&N Haveli,2012,WT,2
Daman & Diu,2012,WT,3
Delhi UT,2012,WT,24
Lakshadweep,2012,WT,0
Puducherry,2012,WT,4
Andhra Pradesh,2013,WT,489
Arunachal Pradesh,2013,WT,2
Assam,2013,WT,18
Bihar,2013,WT,64
Chhattisgarh,2013,WT,8
Goa,2013,WT,28
Gujarat,2013,WT,76
Haryana,2013,WT,63
Himachal Pradesh,2013,WT,4
Jammu & Kashmir,2013,WT,1
Jharkhand,2013,WT,11
Karnataka,2013,WT,340
Kerala,2013,WT,180
Madhya Pradesh,2013,WT,22
Maharashtra,2013,WT,289
Manipur,2013,WT,0
Meghalaya,2013,WT,4
Mizoram,2013,WT,0
Nagaland,2013,WT,1
Odisha,2013,WT,27
Punjab,2013,WT,137
Rajasthan,2013,WT,74
Sikkim,2013,WT,0
Tamil Nadu,2013,WT,549
Telangana,2013,WT,0
Tripura,2013,WT,0
Uttar Pradesh,2013,WT,37
Uttarakhand,2013,WT,13
West Bengal,2013,WT,104
A & N Islands,2013,WT,4
Chandigarh,2013,WT,6
D&N Haveli,2013,WT,2
Daman & Diu,2013,WT,6
Delhi UT,2013,WT,20
Lakshadweep,2013,WT,0
Puducherry,2013,WT,0
Andhra Pradesh,2014,WT,204
Arunachal Pradesh,2014,WT,0
Assam,2014,WT,29
Bihar,2014,WT,31
Chhattisgarh,2014,WT,2
Goa,2014,WT,9
Gujarat,2014,WT,45
Haryana,2014,WT,43
Himachal Pradesh,2014,WT,5
Jammu & Kashmir,2014,WT,1
Jharkhand,2014,WT,11
Karnataka,2014,WT,388
Kerala,2014,WT,91
Madhya Pradesh,2014,WT,15
Maharashtra,2014,WT,202
Manipur,2014,WT,0
Meghalaya,2014,WT,3
Mizoram,2014,WT,0
Nagaland,2014,WT,1
Odisha,2014,WT,32
Punjab,2014,WT,63
Rajasthan,2014,WT,78
Sikkim,2014,WT,0
Tamil Nadu,2014,WT,471
Telangana,2014,WT,192
Tripura,2014,WT,0
Uttar Pradesh,2014,WT,37
Uttarakhand,2014,WT,19
West Bengal,2014,WT,80
A & N Islands,2014,WT,1
Chandigarh,2014,WT,0
D&N Haveli,2014,WT,0
Daman & Diu,2014,WT,8
Delhi UT,2014,WT,8
Lakshadweep,2014,WT,0
Puducherry,2014,WT,1
Andhra Pradesh,2015,WT,204
Arunachal Pradesh,2015,WT,2
Assam,2015,WT,47
Bihar,2015,WT,21
Chhattisgarh,2015,WT,4
Goa,2015,WT,3
Gujarat,2015,WT,35
Haryana,2015,WT,44
Himachal Pradesh,2015,WT,6
Jammu & Kashmir,2015,WT,0
Jharkhand,2015,WT,3
Karnataka,2015,WT,420
Kerala,2015,WT,135
Madhya Pradesh,2015,WT,25
Maharashtra,2015,WT,381
Manipur,2015,WT,0
Meghalaya,2015,WT,0
Mizoram,2015,WT,0
Nagaland,2015,WT,3
Odisha,2015,WT,35
Punjab,2015,WT,69
Rajasthan,2015,WT,86
Sikkim,2015,WT,0
Tamil Nadu,2015,WT,491
Telangana,2015,WT,252
Tripura,2015,WT,2
Uttar Pradesh,2015,WT,33
Uttarakhand,2015,WT,18
West Bengal,2015,WT,101
A & N Islands,2015,WT,0
Chandigarh,2015,WT,0
D&N Haveli,2015,WT,0
Daman & Diu,2015,WT,0
Delhi UT,2015,WT,3
Lakshadweep,2015,WT,0
Puducherry,2015,WT,1
Andhra Pradesh,2016,WT,186
Arunachal Pradesh,2016,WT,0
Assam,2016,WT,65
Bihar,2016,WT,50
Chhattisgarh,2016,WT,17
Goa,2016,WT,3
Gujarat,2016,WT,76
Haryana,2016,WT,59
Himachal Pradesh,2016,WT,7
Jammu & Kashmir,2016,WT,1
Jharkhand,2016,WT,0
Karnataka,2016,WT,323
Kerala,2016,WT,113
Madhya Pradesh,2016,WT,20
Maharashtra,2016,WT,303
Manipur,2016,WT,0
Meghalaya,2016,WT,2
Mizoram,2016,WT,3
Nagaland,2016,WT,0
Odisha,2016,WT,38
Punjab,2016,WT,64
Rajasthan,2016,WT,56
Sikkim,2016,WT,0
Tamil Nadu,2016,WT,432
Telangana,2016,WT,240
Tripura,2016,WT,0
Uttar Pradesh,2016,WT,50
Uttarakhand,2016,WT,11
West Bengal,2016,WT,87
A & N Islands,2016,WT,0
Chandigarh,2016,WT,0
D&N Haveli,2016,WT,0
Daman & Diu,2016,WT,4
Delhi UT,2016,WT,4
Lakshadweep,2016,WT,0
Puducherry,2016,WT,0
Andhra Pradesh,2017,WT,121
Arunachal Pradesh,2017,WT,2
Assam,2017,WT,40
Bihar,2017,WT,24
Chhattisgarh,2017,WT,16
Goa,2017,WT,1
Gujarat,2017,WT,28
Haryana,2017,WT,57
Himachal Pradesh,2017,WT,8
Jammu & Kashmir,2017,WT,0
Jharkhand,2017,WT,4
Karnataka,2017,WT,236
Kerala,2017,WT,21
Madhya Pradesh,2017,WT,27
Maharashtra,2017,WT,248
Manipur,2017,WT,0
Meghalaya,2017,WT,0
Mizoram,2017,WT,0
Nagaland,2017,WT,3
Odisha,2017,WT,21
Punjab,2017,WT,7
Rajasthan,2017,WT,86
Sikkim,2017,WT,0
Tamil Nadu,2017,WT,403
Telangana,2017,WT,79
Tripura,2017,WT,0
Uttar Pradesh,2017,WT,25
Uttarakhand,2017,WT,6
West Bengal,2017,WT,67
A & N Islands,2017,WT,0
Chandigarh,2017,WT,0
D&N Haveli,2017,WT,0
Daman & Diu,2017,WT,0
Delhi UT,2017,WT,6
Lakshadweep,2017,WT,0
Puducherry,2017,WT,0
Andhra Pradesh,2018,WT,152
Arunachal Pradesh,2018,WT,0
Assam,2018,WT,37
Bihar,2018,WT,49
Chhattisgarh,2018,WT,15
Goa,2018,WT,7
Gujarat,2018,WT,34
Haryana,2018,WT,43
Himachal Pradesh,2018,WT,10
Jammu & Kashmir,2018,WT,1
Jharkhand,2018,WT,9
Karnataka,2018,WT,179
Kerala,2018,WT,4
Madhya Pradesh,2018,WT,40
Maharashtra,2018,WT,200
Manipur,2018,WT,0
Meghalaya,2018,WT,2
Mizoram,2018,WT,0
Nagaland,2018,WT,1
Odisha,2018,WT,10
Punjab,2018,WT,6
Rajasthan,2018,WT,62
Sikkim,2018,WT,0
Tamil Nadu,2018,WT,386
Telangana,2018,WT,81
Tripura,2018,WT,2
Uttar Pradesh,2018,WT,27
Uttarakhand,2018,WT,0
West Bengal,2018,WT,97
A & N Islands,2018,WT,0
Chandigarh,2018,WT,0
D&N Haveli,2018,WT,0
Daman & Diu,2018,WT,0
Delhi UT,2018,WT,1
Lakshadweep,2018,WT,0
